age,income,loan_amount,loan_term_months,credit_score,employment_years,existing_loans_count,debt_to_income_ratio,loan_purpose,home_ownership,marital_status,loan_default
52,63497.92,2000.0,48,713.0,15.0,0,0.247,home_improvement,mortgage,married,0
41,57080.22,2097.34,60,714.0,30.0,1,0.248,business,rent,married,0
40,18000.0,30794.64,48,684.0,24.0,1,0.522,business,mortgage,single,1
30,,14388.71,36,655.0,29.0,1,0.525,home_improvement,rent,single,1
44,85175.13,11243.48,48,668.0,20.0,4,0.057,business,mortgage,single,0
26,53036.73,32783.94,48,690.0,30.0,5,0.397,personal,mortgage,single,1
58,71490.65,29386.44,24,809.0,18.0,4,0.303,education,mortgage,married,0
54,39967.66,18220.04,36,662.0,,2,0.175,personal,mortgage,single,0
25,90896.7,15359.37,48,684.0,25.0,0,0.357,home_improvement,rent,divorced,0
52,62407.5,16811.09,36,615.0,26.0,0,0.131,home_improvement,rent,single,0
25,70220.73,20044.47,48,734.0,2.0,4,0.255,business,rent,single,0
49,,32400.43,36,783.0,28.0,4,0.208,medical,mortgage,divorced,0
24,92295.92,21802.21,36,802.0,21.0,3,0.25,medical,mortgage,married,0
40,59481.82,24534.26,24,695.0,27.0,3,0.31,home_improvement,mortgage,married,1
47,54322.04,28523.43,48,723.0,22.0,5,0.178,education,,married,1
50,59140.19,7472.92,60,668.0,28.0,4,0.54,personal,mortgage,married,1
37,74178.17,24793.76,24,720.0,8.0,0,0.389,personal,rent,single,0
57,63105.97,15348.88,36,704.0,5.0,2,0.571,medical,rent,single,1
51,57885.61,2000.0,12,684.0,6.0,0,0.298,business,mortgage,divorced,1
29,91409.26,2000.0,12,690.0,7.0,2,0.243,home_improvement,rent,single,0
47,62944.22,8836.94,60,714.0,6.0,3,0.566,business,rent,married,1
50,106392.6,22781.01,36,658.0,13.0,1,0.239,personal,rent,married,0
34,66633.37,19024.2,36,662.0,6.0,0,0.295,personal,mortgage,married,0
50,97135.73,19659.3,36,808.0,4.0,2,0.421,home_improvement,rent,married,0
56,71431.75,35558.49,60,850.0,16.0,3,0.147,personal,own,divorced,0
53,,6578.19,36,590.0,24.0,4,0.42,personal,own,single,1
51,51957.0,17753.1,48,586.0,4.0,0,0.402,business,own,married,1
46,49632.33,20739.92,36,608.0,15.0,1,0.498,medical,rent,married,0
31,73274.71,11373.54,12,672.0,20.0,4,0.445,education,mortgage,single,0
52,82793.96,18254.94,48,747.0,21.0,4,0.502,home_improvement,rent,married,0
35,65724.62,3600.46,12,724.0,3.0,5,0.305,personal,own,married,0
42,41844.92,30689.16,48,693.0,22.0,4,0.199,education,mortgage,single,0
33,40515.35,11865.47,36,720.0,0.0,5,0.615,medical,rent,married,1
33,39311.54,36282.6,48,628.0,7.0,3,0.106,home_improvement,rent,divorced,0
27,33182.8,17707.73,48,662.0,9.0,5,0.12,personal,own,single,1
59,66970.74,27252.48,48,678.0,26.0,2,0.399,personal,own,married,0
26,85250.79,17520.27,12,561.0,5.0,5,0.547,education,mortgage,single,1
24,64758.52,17723.31,48,593.0,24.0,2,0.347,home_improvement,mortgage,single,1
58,24312.53,12743.74,60,596.0,30.0,2,0.46,home_improvement,mortgage,single,1
43,61566.31,19072.12,24,737.0,29.0,4,0.041,personal,own,married,0
38,62069.62,20861.99,36,698.0,9.0,2,0.25,medical,mortgage,single,0
50,102727.98,10941.67,48,726.0,2.0,0,0.058,business,rent,single,0
36,38771.52,16874.6,24,542.0,6.0,5,0.429,home_improvement,mortgage,married,0
26,57967.8,12509.11,48,569.0,23.0,2,0.103,business,own,single,0
50,95705.35,38696.98,48,730.0,6.0,5,0.141,home_improvement,rent,single,1
28,73099.61,17192.42,12,472.0,20.0,2,0.392,personal,rent,single,1
43,75139.64,31907.09,36,772.0,11.0,5,0.469,personal,rent,married,1
58,67062.52,16239.4,36,543.0,23.0,3,0.298,personal,rent,married,0
58,70938.98,20333.59,36,743.0,18.0,4,0.4,home_improvement,mortgage,married,1
35,78996.97,6107.72,60,613.0,18.0,4,0.395,medical,rent,single,1
52,50429.25,13976.35,24,759.0,24.0,1,0.29,medical,mortgage,married,1
45,80805.05,19894.81,36,850.0,29.0,4,0.167,business,rent,married,0
40,40285.95,32274.03,60,510.0,11.0,5,0.399,personal,own,single,0
26,70910.62,19997.84,24,732.0,16.0,3,0.406,home_improvement,own,single,1
36,68217.34,30453.48,60,544.0,19.0,5,0.445,education,mortgage,single,1
47,53906.72,23766.56,12,712.0,25.0,5,0.364,personal,mortgage,single,0
60,64591.67,32646.61,36,664.0,14.0,3,0.156,medical,rent,single,0
21,,17468.62,12,690.0,11.0,2,0.417,business,,divorced,0
49,45709.38,39512.0,48,612.0,26.0,5,0.32,business,mortgage,married,1
54,58634.93,13631.43,48,739.0,29.0,1,0.252,personal,rent,married,0
59,45128.2,11101.84,60,571.0,17.0,3,0.279,personal,own,single,1
37,70810.35,7109.52,60,773.0,3.0,4,0.223,education,rent,married,0
25,44298.46,38979.22,48,649.0,8.0,5,0.444,business,mortgage,married,1
31,77815.59,25375.03,48,575.0,14.0,1,0.121,home_improvement,rent,divorced,0
55,43733.38,14992.91,36,800.0,21.0,0,0.181,business,mortgage,single,0
56,54806.69,29241.2,60,675.0,20.0,2,0.274,medical,rent,married,0
46,53757.14,24189.23,48,823.0,25.0,5,0.546,personal,rent,single,0
25,88852.64,35695.15,60,772.0,0.0,3,0.468,medical,mortgage,married,0
25,70945.22,4069.5,24,620.0,14.0,0,0.09,education,own,divorced,0
40,61188.79,15611.76,36,674.0,21.0,0,0.509,medical,rent,married,0
44,73976.95,13837.31,48,689.0,30.0,2,0.509,education,mortgage,married,0
22,27070.54,2000.0,24,794.0,4.0,2,0.156,medical,mortgage,married,0
48,64223.6,27542.94,24,713.0,27.0,0,0.03,business,own,divorced,0
42,100955.26,15566.43,60,693.0,0.0,2,0.31,medical,rent,single,0
21,67382.24,24656.68,36,665.0,6.0,2,0.477,business,mortgage,single,0
24,66222.44,39237.95,24,676.0,26.0,1,0.543,home_improvement,own,married,0
39,74866.31,14820.81,36,778.0,24.0,1,0.198,personal,,divorced,1
49,81120.89,14209.62,36,680.0,30.0,3,0.565,personal,mortgage,married,0
54,29045.6,19067.98,48,650.0,18.0,5,0.03,business,own,single,1
38,34718.12,26885.23,60,638.0,19.0,5,0.268,education,rent,married,1
32,68785.24,12899.58,60,638.0,16.0,3,0.262,personal,rent,single,1
59,52132.22,12321.35,48,575.0,15.0,0,0.481,personal,rent,single,1
39,88616.45,27514.7,48,624.0,15.0,5,0.502,home_improvement,own,single,0
33,59326.86,21407.75,36,792.0,9.0,5,0.454,home_improvement,own,single,1
38,30178.45,2000.0,60,665.0,26.0,1,0.131,home_improvement,mortgage,married,0
21,42175.75,6971.47,24,733.0,11.0,2,0.441,business,mortgage,single,1
33,18000.0,31511.12,24,494.0,18.0,0,0.391,personal,rent,single,1
41,60785.74,21617.35,60,723.0,20.0,4,0.086,home_improvement,rent,married,0
57,61609.09,11140.24,60,668.0,16.0,4,0.031,home_improvement,rent,single,1
50,57359.67,16466.31,36,644.0,18.0,0,0.465,personal,rent,single,1
52,84419.82,18119.13,48,694.0,1.0,4,0.295,home_improvement,rent,single,1
42,86573.36,24621.6,36,643.0,9.0,2,0.14,home_improvement,mortgage,single,0
25,61933.01,5775.63,36,521.0,13.0,3,0.291,personal,rent,married,1
36,26575.51,10431.46,36,749.0,12.0,1,0.371,education,rent,single,0
60,76111.07,20456.6,24,698.0,28.0,4,0.308,medical,rent,single,0
22,74996.48,17101.49,36,656.0,27.0,2,0.103,business,rent,single,0
56,70569.05,23146.73,36,608.0,22.0,5,0.584,education,rent,single,1
48,82666.64,6934.43,36,570.0,10.0,0,0.461,personal,rent,single,0
32,44033.09,21214.16,24,697.0,1.0,3,0.273,personal,rent,single,1
52,101157.6,27824.25,60,801.0,23.0,1,0.279,home_improvement,mortgage,single,0
54,47730.3,22381.37,48,695.0,27.0,5,0.37,home_improvement,mortgage,single,0
22,78486.01,19252.01,60,576.0,15.0,3,0.162,business,own,married,1
25,34627.74,17137.05,24,697.0,25.0,4,0.365,personal,mortgage,single,1
47,48255.24,10486.34,48,676.0,28.0,0,0.134,education,mortgage,single,0
60,92294.64,17352.01,60,745.0,16.0,4,0.31,business,own,married,1
21,60303.8,29337.35,36,726.0,6.0,0,0.156,medical,mortgage,single,0
47,80118.61,16928.74,24,456.0,0.0,2,0.163,personal,mortgage,married,1
26,69265.2,9991.76,36,721.0,23.0,1,0.55,home_improvement,rent,single,0
47,63110.75,13569.78,36,605.0,17.0,0,0.328,personal,rent,married,0
45,89549.31,19807.65,36,573.0,4.0,3,0.349,personal,rent,divorced,1
24,60740.14,14638.37,36,666.0,1.0,1,0.038,business,rent,single,1
48,32946.71,22367.73,36,711.0,30.0,3,0.236,home_improvement,mortgage,single,1
56,50541.68,22705.59,48,557.0,9.0,4,0.385,personal,rent,married,1
55,74921.45,26000.85,12,733.0,10.0,1,0.347,personal,mortgage,divorced,0
22,72119.16,30812.04,36,737.0,19.0,4,0.03,medical,own,single,0
30,36792.95,26962.73,48,684.0,11.0,1,0.349,personal,mortgage,married,1
30,51961.83,9591.85,24,615.0,28.0,1,0.371,medical,rent,single,0
39,54529.02,9868.19,24,607.0,21.0,3,0.5,personal,mortgage,married,1
26,58421.55,17318.06,24,757.0,11.0,3,0.228,business,rent,single,1
55,40233.56,13939.42,12,567.0,8.0,3,0.03,education,own,married,1
52,53689.32,7755.06,36,760.0,26.0,1,0.18,personal,mortgage,single,0
53,51885.01,14024.77,12,668.0,18.0,3,0.166,medical,mortgage,married,0
28,78887.6,13729.38,36,673.0,28.0,1,0.423,medical,mortgage,single,0
21,79564.18,11953.37,60,552.0,10.0,1,0.03,education,mortgage,married,1
57,62375.41,15157.89,60,669.0,0.0,5,0.257,education,mortgage,married,1
32,57943.28,28606.06,24,726.0,27.0,0,0.52,home_improvement,rent,married,0
47,67518.64,19793.14,36,580.0,7.0,2,0.321,home_improvement,rent,divorced,1
57,50301.65,40246.28,36,717.0,26.0,2,0.445,business,rent,married,1
22,44357.02,19534.57,60,687.0,22.0,1,0.09,personal,mortgage,married,0
21,48076.02,15389.41,48,632.0,7.0,4,0.096,business,own,single,1
21,53573.36,18037.2,24,744.0,23.0,2,0.521,home_improvement,mortgage,divorced,1
27,44057.47,20308.43,24,515.0,,4,0.334,personal,mortgage,married,1
23,67917.07,21917.29,36,706.0,12.0,2,0.334,education,own,single,1
53,78134.88,36690.4,60,801.0,11.0,5,0.163,business,rent,married,0
45,36432.23,10392.12,60,788.0,20.0,4,0.334,home_improvement,rent,married,0
60,65452.32,25731.41,24,709.0,16.0,1,0.16,medical,own,married,0
53,61041.16,19869.76,36,657.0,18.0,5,0.486,personal,own,married,0
59,71147.16,3860.12,24,632.0,14.0,5,0.702,personal,mortgage,married,1
30,64767.1,24936.29,48,657.0,22.0,3,0.388,personal,rent,single,1
32,38835.21,29408.61,60,721.0,4.0,0,0.231,business,own,divorced,1
54,42276.99,10285.41,36,619.0,22.0,3,0.03,personal,mortgage,married,0
30,65529.62,17919.6,24,737.0,1.0,4,0.084,home_improvement,mortgage,married,0
23,83518.06,2471.81,36,840.0,2.0,2,0.538,business,rent,married,1
47,25144.63,6670.74,36,675.0,22.0,0,0.176,education,mortgage,married,0
53,71223.08,27432.27,48,579.0,4.0,3,0.268,home_improvement,own,married,0
59,86413.2,13802.25,36,579.0,23.0,4,0.412,business,own,married,0
58,62245.53,8020.77,60,738.0,4.0,1,0.528,personal,mortgage,married,1
25,74903.64,20065.14,36,676.0,4.0,2,0.292,personal,mortgage,married,1
51,52344.76,13298.29,24,746.0,28.0,0,0.263,home_improvement,mortgage,married,0
54,62851.41,13762.61,36,640.0,5.0,4,0.33,personal,mortgage,single,1
48,35823.56,24653.93,12,742.0,28.0,5,0.232,education,rent,married,0
53,22801.82,7544.4,36,668.0,10.0,4,0.24,personal,rent,married,0
54,81969.78,9851.71,48,625.0,24.0,2,0.378,medical,rent,married,0
38,47270.09,19386.72,24,650.0,29.0,0,0.346,business,mortgage,married,1
22,56800.5,26724.69,24,590.0,3.0,2,0.618,medical,rent,single,1
39,40044.04,29143.44,24,829.0,10.0,5,0.381,personal,rent,single,1
29,39620.55,12014.44,12,673.0,17.0,0,0.481,personal,own,married,0
25,61870.92,26436.39,60,728.0,26.0,1,0.17,home_improvement,mortgage,divorced,0
25,51867.61,10942.72,60,640.0,5.0,5,0.394,personal,rent,single,1
48,71803.48,34435.88,12,601.0,5.0,3,0.219,home_improvement,rent,single,1
41,73145.69,7796.06,48,662.0,11.0,1,0.375,home_improvement,mortgage,single,0
42,70775.29,29956.31,48,763.0,6.0,0,0.416,medical,rent,married,0
50,69294.81,12091.63,60,641.0,8.0,2,0.327,business,mortgage,married,0
42,93399.83,36119.22,36,615.0,4.0,3,0.657,medical,mortgage,single,1
46,45783.31,23321.89,36,692.0,25.0,5,0.52,home_improvement,rent,single,1
24,64011.17,8855.85,36,717.0,24.0,5,0.485,personal,mortgage,married,0
55,85388.42,13299.85,60,803.0,4.0,2,0.427,medical,rent,married,0
38,87761.72,25030.63,48,707.0,16.0,2,0.567,medical,mortgage,married,0
27,39408.25,27473.8,36,728.0,20.0,5,0.119,personal,rent,single,1
53,59377.6,17363.56,24,734.0,19.0,4,0.512,home_improvement,rent,single,0
50,89446.18,18401.92,48,594.0,30.0,1,0.181,business,rent,single,0
23,74145.42,24825.18,60,608.0,19.0,4,0.241,education,own,divorced,1
28,68514.73,19186.19,36,599.0,21.0,4,0.399,medical,rent,single,0
21,61081.68,6358.46,48,580.0,1.0,1,0.493,personal,rent,married,1
31,58091.58,10683.23,36,740.0,2.0,5,0.158,personal,rent,married,1
24,70187.94,20116.08,36,702.0,19.0,1,0.248,education,mortgage,married,0
49,60457.27,28939.34,36,686.0,28.0,3,0.334,personal,mortgage,single,1
41,64233.58,32543.84,48,486.0,12.0,2,0.294,home_improvement,own,married,1
60,66414.78,25015.76,60,834.0,19.0,4,0.44,personal,mortgage,married,1
50,52794.71,20585.62,36,613.0,6.0,5,0.801,business,mortgage,single,1
45,74578.33,24739.32,36,834.0,14.0,2,0.379,personal,mortgage,married,1
41,117456.4,11999.24,36,571.0,23.0,2,0.217,personal,rent,single,0
23,33014.24,16620.92,24,619.0,20.0,4,0.138,personal,own,divorced,1
23,70832.23,10582.82,36,515.0,3.0,5,0.274,medical,own,married,0
45,51316.58,6761.32,24,707.0,27.0,5,0.188,medical,rent,single,1
21,75393.25,21001.94,36,597.0,28.0,4,0.385,home_improvement,mortgage,married,1
22,65838.03,19669.62,24,600.0,14.0,4,0.383,home_improvement,rent,married,1
29,78713.39,24188.87,36,577.0,10.0,4,0.255,business,mortgage,married,0
56,86159.12,22915.01,48,738.0,16.0,5,0.598,education,mortgage,single,1
39,68463.58,20183.8,24,733.0,24.0,0,0.217,education,own,single,0
49,,23009.55,48,816.0,14.0,3,0.303,medical,rent,married,0
37,22802.64,17615.85,60,629.0,0.0,0,0.409,home_improvement,mortgage,married,1
27,93628.14,21716.02,36,696.0,2.0,3,0.445,home_improvement,mortgage,married,1
35,71751.12,11464.7,24,583.0,25.0,2,0.499,personal,rent,single,0
24,84401.18,21327.35,36,655.0,24.0,1,0.38,home_improvement,mortgage,married,0
51,43042.24,24015.76,36,641.0,23.0,5,0.467,education,mortgage,single,0
28,50046.14,11972.87,36,715.0,,4,0.227,personal,mortgage,married,0
36,67626.89,18466.49,24,756.0,5.0,3,0.449,medical,own,single,0
60,64693.32,12387.58,36,754.0,12.0,5,0.447,medical,rent,single,0
44,70095.23,13261.44,36,617.0,7.0,0,0.532,home_improvement,rent,single,1
39,84521.27,7875.64,36,755.0,11.0,3,0.086,home_improvement,rent,married,1
42,33226.03,29391.97,48,677.0,17.0,0,0.193,education,rent,single,1
52,82528.74,27591.17,12,656.0,8.0,1,0.435,medical,mortgage,married,0
31,65149.07,22836.9,36,627.0,3.0,1,0.03,personal,own,single,1
46,61331.93,35749.76,48,638.0,12.0,3,0.389,education,mortgage,married,1
55,38519.93,16296.79,36,811.0,22.0,3,0.468,personal,mortgage,married,0
43,74054.88,45285.86,48,,19.0,4,0.239,personal,rent,single,0
38,21546.06,15952.24,36,693.0,9.0,2,0.26,medical,rent,single,1
26,76671.09,20296.74,36,660.0,9.0,5,0.17,medical,own,single,0
30,38142.09,14420.0,60,850.0,18.0,2,0.247,medical,mortgage,married,0
58,65962.24,21350.93,36,778.0,5.0,0,0.251,home_improvement,,divorced,0
42,62854.96,25520.53,24,,25.0,0,0.224,personal,own,single,0
33,86051.69,16974.75,60,659.0,26.0,0,0.217,personal,mortgage,married,1
37,61784.21,33990.48,48,664.0,0.0,2,0.282,medical,rent,married,1
44,52505.51,20152.34,48,691.0,30.0,2,0.28,business,mortgage,married,1
42,55881.15,20434.37,12,627.0,0.0,5,0.582,education,mortgage,married,1
48,87911.89,9819.02,24,713.0,14.0,0,0.265,education,rent,divorced,0
31,74653.35,21766.49,48,789.0,20.0,1,0.368,business,own,married,0
46,58058.66,16793.76,24,581.0,10.0,5,0.239,business,mortgage,married,1
38,60743.96,12525.84,24,595.0,6.0,0,0.237,medical,mortgage,single,0
58,36790.81,11011.73,48,644.0,1.0,2,0.081,personal,own,married,0
27,,42045.87,36,647.0,22.0,1,0.1,home_improvement,mortgage,divorced,1
26,33323.32,15628.7,12,830.0,1.0,3,0.151,education,rent,divorced,0
39,78532.34,4887.13,12,755.0,15.0,5,0.346,medical,rent,single,0
41,67315.19,11716.01,36,751.0,12.0,1,0.471,personal,rent,married,0
48,107965.13,17535.89,48,660.0,29.0,2,0.07,medical,rent,single,1
37,45197.56,22920.0,60,659.0,28.0,2,0.243,personal,rent,married,0
57,63152.08,22993.17,24,571.0,25.0,4,0.129,business,mortgage,single,1
39,97369.18,24089.53,24,739.0,22.0,5,0.283,personal,rent,married,0
26,86445.01,12196.26,36,717.0,16.0,0,0.471,personal,rent,single,0
25,52468.18,21063.96,36,,10.0,2,0.257,personal,mortgage,single,0
59,69031.41,10115.46,36,664.0,5.0,4,0.313,business,rent,single,0
26,65035.99,12423.21,60,669.0,30.0,0,0.524,education,mortgage,single,0
58,70075.21,9740.62,36,693.0,11.0,4,0.384,personal,mortgage,single,1
32,52423.75,7304.5,36,747.0,13.0,1,0.214,business,rent,married,0
24,63392.23,27577.89,60,570.0,4.0,3,0.342,personal,rent,married,1
33,36235.06,24197.51,12,735.0,8.0,5,0.204,education,mortgage,married,0
45,67432.22,26789.99,60,678.0,19.0,3,0.379,personal,rent,married,0
38,73100.37,18353.82,36,601.0,13.0,5,0.392,business,mortgage,single,1
52,60906.45,24991.27,36,524.0,18.0,3,0.129,education,mortgage,married,0
45,35929.08,2148.4,60,670.0,6.0,1,0.345,business,mortgage,married,0
37,82793.57,25767.79,36,789.0,2.0,4,0.304,business,mortgage,single,0
46,71561.45,19594.08,36,806.0,27.0,3,0.396,personal,own,married,1
59,51931.73,23643.99,36,707.0,13.0,1,0.436,medical,rent,married,0
37,59949.19,21420.21,48,827.0,11.0,0,0.387,home_improvement,own,married,0
27,37987.95,9116.5,36,677.0,8.0,3,0.278,medical,own,married,0
37,46542.62,4517.64,24,751.0,20.0,3,0.451,home_improvement,rent,single,1
54,55319.4,11591.51,48,646.0,17.0,4,0.198,business,rent,married,1
29,87111.57,23084.26,48,641.0,12.0,0,0.135,education,rent,single,0
58,53488.94,24210.82,36,629.0,28.0,3,0.03,business,own,married,0
44,76523.85,5688.52,12,525.0,27.0,4,0.31,personal,rent,single,1
45,55310.31,9170.11,36,777.0,6.0,5,0.205,personal,own,married,0
33,69463.06,11490.88,12,632.0,19.0,5,0.376,personal,mortgage,married,1
57,62454.88,14784.25,12,620.0,30.0,1,0.044,personal,mortgage,single,1
22,80715.02,5741.54,36,592.0,15.0,1,0.229,business,mortgage,single,1
32,55373.4,5201.53,24,665.0,0.0,3,0.386,home_improvement,rent,single,1
37,36694.49,10603.48,36,812.0,4.0,2,0.176,medical,mortgage,married,0
40,40124.92,18776.28,48,837.0,20.0,1,0.377,personal,own,divorced,0
39,55426.21,7374.65,36,555.0,27.0,0,0.242,business,rent,single,0
26,42516.92,16957.77,60,653.0,3.0,0,0.315,business,own,married,1
30,72383.82,27526.98,60,602.0,16.0,2,0.403,personal,own,married,1
24,56616.17,6283.98,36,754.0,,4,0.453,personal,rent,married,1
43,107742.92,16141.99,60,701.0,8.0,0,0.333,business,mortgage,married,0
35,33721.14,27222.81,60,632.0,19.0,0,0.206,medical,rent,married,0
43,68665.4,14235.58,36,685.0,27.0,1,0.256,medical,mortgage,married,1
44,44696.85,12836.97,48,644.0,7.0,5,0.409,personal,own,single,1
49,56118.78,28471.46,24,801.0,1.0,5,0.177,medical,own,single,1
42,67545.55,15244.18,48,721.0,11.0,2,0.295,education,own,married,1
46,23143.32,27940.46,36,730.0,9.0,0,0.266,education,rent,married,0
44,69262.87,21860.69,12,480.0,22.0,0,0.306,business,mortgage,single,1
47,99252.33,14914.4,36,,16.0,5,0.179,home_improvement,rent,divorced,0
45,56838.11,22317.21,60,836.0,0.0,2,0.061,personal,own,single,1
33,69676.54,20884.05,36,779.0,10.0,0,0.393,education,rent,single,0
30,83448.59,27187.95,24,541.0,22.0,5,0.455,home_improvement,rent,married,0
52,62048.84,13064.89,24,656.0,14.0,3,0.069,medical,rent,married,0
34,54542.72,18370.85,36,590.0,17.0,2,0.372,home_improvement,rent,married,0
42,24036.74,17446.36,60,808.0,8.0,2,0.472,personal,rent,single,1
28,76537.83,24337.33,48,698.0,9.0,1,0.403,medical,rent,single,1
38,62962.97,8773.39,36,622.0,4.0,5,0.262,personal,own,single,1
42,46771.69,27152.79,24,683.0,2.0,4,0.188,personal,mortgage,married,1
46,67278.74,22196.96,12,484.0,1.0,1,0.331,business,rent,single,1
42,54493.75,6147.67,36,599.0,19.0,4,0.355,education,mortgage,married,1
35,,28874.37,48,683.0,4.0,1,0.333,home_improvement,mortgage,single,1
59,75913.24,38106.84,48,743.0,17.0,2,0.295,business,mortgage,married,1
41,40909.12,27016.51,36,534.0,29.0,4,0.168,home_improvement,rent,single,0
53,83851.68,30842.86,36,651.0,21.0,0,0.379,home_improvement,mortgage,married,0
50,39841.65,18768.34,36,756.0,17.0,4,0.386,medical,rent,married,1
43,53071.37,3046.46,36,571.0,3.0,1,0.348,personal,rent,divorced,1
56,99613.03,2000.0,36,697.0,15.0,4,0.336,home_improvement,mortgage,married,0
26,85292.39,20295.74,48,685.0,27.0,2,0.555,personal,mortgage,married,1
57,66756.87,12672.19,36,809.0,11.0,0,0.233,education,mortgage,single,0
55,48070.46,9768.81,60,663.0,25.0,4,0.499,medical,rent,divorced,1
41,55473.1,17435.28,36,667.0,21.0,1,0.217,medical,mortgage,married,0
50,66318.96,23540.27,12,744.0,8.0,5,0.475,home_improvement,mortgage,married,0
41,65675.42,4925.18,24,581.0,4.0,5,0.493,personal,rent,married,1
31,63364.32,13960.1,36,663.0,0.0,1,0.279,business,rent,single,1
52,64445.01,31588.84,36,646.0,8.0,3,0.553,home_improvement,rent,married,0
30,61141.25,8322.4,36,670.0,10.0,2,0.386,medical,rent,single,1
33,39044.38,25827.85,48,744.0,20.0,3,0.197,business,rent,single,0
41,55702.81,13637.42,36,722.0,17.0,3,0.268,education,rent,single,1
54,81463.23,22912.14,48,624.0,14.0,1,0.479,education,mortgage,married,1
36,,27875.95,48,690.0,22.0,3,0.449,education,mortgage,single,1
40,61588.0,24671.54,36,792.0,23.0,1,0.172,personal,mortgage,married,0
22,50244.43,26182.44,36,618.0,22.0,5,0.301,personal,mortgage,married,1
25,67004.31,7635.66,24,691.0,,5,0.348,personal,,married,1
23,58004.6,28022.94,36,666.0,11.0,0,0.249,medical,own,single,0
23,91593.09,10325.76,48,675.0,25.0,4,0.65,education,mortgage,divorced,0
55,74118.5,20335.88,60,558.0,13.0,5,0.353,business,mortgage,single,1
54,41387.54,20324.22,36,786.0,5.0,0,0.311,education,rent,married,0
53,77082.1,22366.1,36,622.0,4.0,4,0.487,home_improvement,mortgage,married,1
23,51056.27,21032.61,48,757.0,2.0,5,0.269,home_improvement,mortgage,single,0
24,54614.07,10405.71,48,633.0,29.0,1,0.461,business,mortgage,married,1
32,70648.74,5851.19,36,,,3,0.087,personal,mortgage,single,1
43,56148.55,25851.14,60,771.0,25.0,4,0.256,business,own,married,1
34,81071.4,19672.51,12,755.0,24.0,2,0.467,business,own,single,0
40,51058.82,28344.39,12,696.0,13.0,1,0.54,home_improvement,,divorced,0
27,53858.96,17597.4,24,737.0,28.0,2,0.212,home_improvement,own,married,0
50,53185.32,5353.52,24,658.0,,2,0.195,personal,own,single,0
33,54818.5,26695.17,60,679.0,28.0,4,0.399,personal,rent,married,0
23,84785.45,14666.66,36,630.0,15.0,2,0.233,home_improvement,mortgage,single,0
50,76318.33,21078.03,36,748.0,9.0,2,0.282,education,rent,divorced,0
57,95778.99,12172.87,36,628.0,1.0,5,0.443,personal,rent,married,1
21,105817.6,32798.72,36,791.0,26.0,3,0.244,business,rent,married,0
38,46447.09,10110.92,36,656.0,27.0,5,0.045,business,mortgage,single,0
54,66267.54,14963.13,24,682.0,16.0,4,0.138,personal,rent,divorced,0
49,43828.39,18967.04,48,737.0,2.0,5,0.321,medical,rent,married,1
55,51003.09,8170.36,24,682.0,25.0,1,0.059,medical,rent,married,0
37,53658.51,20974.68,48,658.0,9.0,5,0.278,personal,mortgage,single,0
35,45971.21,32507.19,24,678.0,16.0,5,0.125,home_improvement,own,single,0
49,46066.03,13585.84,48,747.0,20.0,0,0.55,home_improvement,own,married,0
27,62402.88,21556.29,48,630.0,4.0,2,0.623,personal,mortgage,married,0
30,43099.07,2000.0,24,671.0,1.0,2,0.172,medical,rent,married,1
45,80158.29,17649.64,24,681.0,2.0,2,0.356,business,own,married,1
47,48480.44,15182.62,60,745.0,29.0,4,0.186,business,rent,married,1
25,115572.24,10633.52,36,673.0,29.0,4,0.277,personal,own,married,1
41,56875.08,27733.05,48,816.0,13.0,1,0.572,personal,mortgage,married,0
35,66296.32,15063.81,12,668.0,13.0,3,0.255,education,mortgage,single,0
41,41683.86,16402.7,36,662.0,12.0,5,0.28,business,rent,married,1
59,95709.65,14605.26,36,667.0,10.0,2,0.188,personal,rent,single,0
24,85151.01,2000.0,60,581.0,16.0,5,0.48,personal,mortgage,married,0
60,70344.49,7812.12,36,602.0,11.0,3,0.03,home_improvement,rent,married,1
38,40757.55,26649.84,48,640.0,19.0,5,0.258,business,,married,1
51,68792.0,2000.0,48,765.0,11.0,5,0.314,home_improvement,mortgage,single,1
37,44814.24,11103.16,24,678.0,19.0,0,0.227,personal,mortgage,married,0
33,91322.39,14402.52,36,644.0,29.0,4,0.441,personal,rent,single,1
51,79565.51,33692.6,24,772.0,6.0,1,0.488,home_improvement,mortgage,single,1
48,66717.9,24917.43,36,796.0,1.0,4,0.122,home_improvement,rent,married,0
26,21145.24,12985.47,48,774.0,16.0,4,0.613,home_improvement,mortgage,married,1
49,47298.51,29740.62,36,616.0,3.0,1,0.121,home_improvement,mortgage,single,1
51,77379.7,11335.36,24,643.0,7.0,0,0.5,personal,own,divorced,1
36,86831.91,27081.9,48,816.0,24.0,2,0.341,medical,mortgage,married,0
58,84965.06,5770.1,36,698.0,12.0,1,0.249,personal,rent,divorced,0
46,36343.77,27659.32,36,660.0,17.0,3,0.263,home_improvement,own,married,0
34,70427.94,14344.8,36,734.0,24.0,0,0.315,personal,mortgage,divorced,1
21,83279.27,8743.46,24,756.0,3.0,0,0.349,business,mortgage,married,0
47,35149.96,16045.71,48,637.0,14.0,2,0.191,home_improvement,mortgage,divorced,0
29,64857.72,20496.1,36,696.0,1.0,4,0.287,home_improvement,own,married,0
